Age,Temperature,Year
269439.06,-8.95,-267489
269662.97,-9.13,-267712
269890.56,-8.51,-267940
270106.71,-9.25,-268156
270336.94,-8.54,-268386
270553.34,-8.41,-268603
270767.99,-8.98,-268817
270993.64,-9.55,-269043
271232.12,-9.16,-269282
271462.95,-9.09,-269512
271692.56,-9.36,-269742
271928.24,-9.34,-269978
272163.71,-9.23,-270213
272397.46,-9.38,-270447
272634.58,-9.06,-270684
272865.56,-9.32,-270915
273101.78,-9.31,-271151
273338.43,-8.98,-271388
273568.59,-9.17,-271618
273802.68,-9.05,-271852
274034.83,-9.11,-272084
274268.39,-9.05,-272318
274500.73,-8.56,-272550
274724.08,-8.97,-272774
274954.78,-8.58,-273004
275178.88,-8.95,-273228
275410.36,-9.02,-273460
275643.57,-8.28,-273693
275861.49,-7.89,-273911
276072.71,-8.16,-274122
276288.65,-8.58,-274338
276514.38,-8.99,-274564
276748.06,-8.38,-274798
276970.92,-8.95,-275020
277205.06,-9.38,-275255
277448.22,-8.22,-275498
277667.91,-7.76,-275717
277878.74,-7.75,-275928
278089.08,-8.26,-276139
278310.26,-8.41,-276360
278534.79,-9.3,-276584
278777.86,-7.89,-276827
278993.43,-8.05,-277043
279211.94,-8.57,-277261
279440.38,-8.12,-277490
279660.22,-8.04,-277710
279878.23,-7.33,-277928
280083.06,-6.81,-278133
280277.93,-6.53,-278327
280466.89,-5.57,-278516
280639.46,-6.62,-278689
280831.37,-7.12,-278881
281032.03,-6.75,-279082
281222.19,-7.19,-279272
281419.0,-7.82,-279469
281633.33,-7.38,-279683
281840.55,-6.89,-279890
282033.0,-6.73,-280083
282228.04,-6.74,-280278
282423.05,-6.39,-280473
282612.26,-6.55,-280662
282803.89,-6.18,-280853
282990.05,-6.31,-281040
283177.98,-5.95,-281227
283360.29,-5.98,-281410
283542.88,-5.85,-281592
283723.29,-5.67,-281773
283901.57,-6.21,-281951
284088.27,-5.97,-282138
284271.02,-5.69,-282321
284449.69,-5.66,-282499
284627.88,-5.83,-282677
284808.69,-5.71,-282858
284988.61,-5.71,-283038
285167.6,-6.61,-283217
285360.68,-5.28,-283410
285534.64,-5.55,-283584
285713.31,-5.35,-283763
285889.51,-5.77,-283939
286069.99,-5.17,-284119
286241.2,-5.24,-284291
286413.07,-5.0,-284463
286580.31,-5.27,-284630
286749.74,-5.61,-284799
286927.21,-4.9,-284977
287094.25,-5.56,-285144
287268.46,-5.35,-285318
287443.68,-4.99,-285493
287613.14,-4.9,-285663
287781.25,-5.02,-285831
287948.28,-4.57,-285998
288110.84,-4.69,-286160
288266.59,-5.0,-286316
288426.05,-4.79,-286476
288595.9,-5.15,-286645
288766.95,-4.77,-286816
288928.37,-5.06,-286978
289101.72,-5.21,-287151
289264.2,-5.01,-287314
289431.57,-4.97,-287481
289599.15,-4.99,-287649
289761.54,-4.31,-287811
289917.77,-4.07,-287967
290067.29,-3.83,-288117
290220.29,-3.84,-288270
290374.15,-4.33,-288424
290534.46,-4.57,-288584
290698.48,-4.4,-288748
290856.65,-4.97,-288906
291017.75,-5.12,-289067
291180.89,-5.31,-289230
291357.5,-5.73,-289407
291541.03,-6.43,-289591
291726.55,-5.41,-289776
291906.0,-5.72,-289956
292090.06,-6.17,-290140
292282.78,-6.7,-290332
292485.03,-6.29,-290535
292680.44,-6.41,-290730
292879.37,-6.14,-290929
293073.33,-6.98,-291123
293281.38,-7.27,-291331
293485.91,-7.76,-291535
293711.08,-7.58,-291761
293933.03,-7.14,-291983
294146.17,-6.4,-292196
294346.3,-7.53,-292396
294567.6,-7.63,-292617
294791.7,-8.07,-292841
295018.41,-7.62,-293068
295242.95,-7.22,-293292
295454.28,-7.2,-293504
295669.87,-6.68,-293719
295876.34,-6.17,-293926
296072.25,-4.93,-294122
296249.22,-5.66,-294299
296436.47,-5.87,-294486
296630.28,-6.37,-294680
296831.47,-6.95,-294881
297040.44,-7.05,-295090
297258.27,-7.38,-295308
297480.14,-8.03,-295530
297694.88,-7.35,-295744
297896.07,-7.81,-295946
298127.79,-7.6,-296177
298356.37,-7.15,-296406
298576.29,-7.24,-296626
298790.11,-6.68,-296840
299000.82,-6.54,-297050
299209.16,-6.37,-297259
299415.07,-6.63,-297465
299625.56,-6.57,-297675
299835.55,-5.99,-297885
300034.88,-5.87,-298084
300232.01,-5.57,-298282
300423.76,-4.91,-298473
300608.97,-5.93,-298658
300807.78,-6.31,-298857
301014.6,-6.57,-299064
301227.24,-7.14,-299277
301451.09,-7.69,-299501
301667.68,-7.06,-299717
301891.18,-7.07,-299941
302115.68,-7.01,-300165
302339.47,-5.94,-300389
302542.33,-6.23,-300592
302751.11,-6.39,-300801
302962.9,-6.12,-301012
303169.97,-5.68,-301219
303369.16,-5.25,-301419
303561.78,-5.82,-301611
303762.67,-4.73,-301812
303953.5,-5.42,-302003
304148.18,-5.1,-302198
304328.85,-5.39,-302378
304523.63,-5.2,-302573
304716.08,-4.85,-302766
304906.12,-5.27,-302956
305099.64,-4.67,-303149
305283.54,-3.95,-303333
305456.18,-4.25,-303506
305633.07,-4.57,-303683
305816.71,-5.42,-303866
306014.02,-5.28,-304064
306210.61,-5.47,-304260
306410.01,-5.06,-304460
306603.78,-5.8,-304653
306807.03,-6.66,-304857
307031.36,-7.59,-305081
307269.4,-6.99,-305319
307490.66,-6.79,-305540
307719.83,-6.56,-305769
307945.11,-6.38,-305995
308166.68,-6.02,-306216
308381.81,-5.53,-306431
308587.87,-6.12,-306637
308805.43,-5.76,-306855
309016.64,-5.33,-307066
309222.65,-5.7,-307272
309433.64,-5.84,-307483
309648.54,-6.36,-307698
309873.24,-5.44,-307923
310082.09,-5.77,-308132
310296.78,-5.4,-308346
310505.9,-5.97,-308555
310725.01,-5.21,-308775
310931.36,-5.19,-308981
311133.24,-5.41,-309183
311337.16,-5.51,-309387
311542.25,-5.33,-309592
311755.38,-4.92,-309805
311954.26,-5.11,-310004
312160.32,-4.43,-310210
312356.49,-4.76,-310406
312558.13,-5.11,-310608
312765.49,-4.05,-310815
312956.28,-4.03,-311006
313146.1,-4.4,-311196
313342.5,-3.43,-311392
313523.2,-3.9,-311573
313710.11,-2.85,-311760
313882.82,-3.8,-311932
314069.55,-3.46,-312119
314251.7,-3.22,-312301
314430.46,-3.67,-312480
314616.07,-3.23,-312666
314795.55,-2.84,-312845
314968.27,-2.5,-313018
315135.51,-3.62,-313185
315322.42,-3.84,-313372
315511.58,-2.28,-313561
315678.87,-2.6,-313728
315848.82,-2.05,-313898
316010.85,-1.61,-314060
316166.46,-1.27,-314216
316316.88,-2.69,-314366
316487.97,-2.99,-314537
316666.26,-2.95,-314716
316844.27,-3.12,-314894
317025.35,-3.2,-315075
317208.57,-3.57,-315258
317397.76,-3.44,-315447
317585.63,-3.65,-315635
317777.23,-3.29,-315827
317963.77,-3.6,-316013
318155.88,-4.22,-316205
318359.23,-4.41,-316409
318568.14,-5.3,-316618
318793.79,-4.57,-316843
319006.2,-4.41,-317056
319216.05,-4.37,-317266
319425.71,-4.45,-317475
319637.28,-4.41,-317687
319848.44,-4.03,-317898
320052.87,-3.81,-318102
320254.1,-4.24,-318304
320462.08,-3.39,-318512
320656.52,-3.14,-318706
320846.25,-2.98,-318896
321033.41,-3.08,-319083
321221.52,-2.08,-319271
321395.54,-2.9,-319445
321581.44,-2.37,-319631
321759.7,-2.44,-319809
321938.93,-2.24,-319988
322114.94,-1.93,-320164
322286.78,-1.92,-320336
322457.73,-1.35,-320507
322621.25,-1.52,-320671
322786.75,-1.88,-320836
322957.5,-1.21,-321007
323119.3,-1.13,-321169
323279.45,-0.93,-321329
323436.81,-0.76,-321486
323591.92,-1.4,-321641
323755.46,-0.43,-321805
323907.35,-0.84,-321957
324062.84,-0.34,-322112
324212.22,0.13,-322262
324355.82,0.08,-322405
324499.71,-0.23,-322549
324647.82,-0.56,-322697
324800.14,-0.16,-322850
324947.8,-0.24,-322997
325096.07,-0.08,-323146
325242.26,0.19,-323292
325384.96,-0.55,-323434
325528.53,0.44,-323578
325667.58,0.85,-323717
325802.11,0.72,-323852
325937.51,1.31,-323987
326066.71,0.56,-324116
326203.29,0.57,-324253
326340.6,0.31,-324390
326479.92,0.57,-324529
326616.86,0.61,-324666
326749.74,0.43,-324799
326887.34,0.16,-324937
327025.29,0.7,-325075
327160.59,0.39,-325210
327297.94,0.46,-325347
327432.23,0.41,-325482
327560.26,1.04,-325610
327685.37,1.19,-325735
327818.33,0.57,-325868
327948.76,0.79,-325998
328083.02,0.7,-326133
328216.6,0.8,-326266
328350.88,0.66,-326400
328477.41,1.36,-326527
328603.75,1.36,-326653
328732.71,1.11,-326782
328863.77,1.0,-326913
329000.97,0.41,-327050
329141.1,0.2,-327191
329274.58,0.79,-327324
329415.04,0.1,-327465
329551.45,0.78,-327601
329684.47,0.49,-327734
329820.2,0.47,-327870
329951.98,0.77,-328001
330083.12,0.92,-328133
330213.04,0.96,-328263
330342.96,0.97,-328392
330482.33,0.15,-328532
330615.82,0.71,-328665
330752.86,0.32,-328802
330890.02,0.35,-328940
331036.13,-0.34,-329086
331179.11,-0.1,-329229
331321.8,-0.12,-329371
331460.64,0.05,-329510
331598.67,0.26,-329648
331724.53,1.03,-329774
331849.11,1.02,-329899
331979.26,0.88,-330029
332096.85,1.79,-330146
332216.73,1.83,-330266
332330.18,2.01,-330380
332441.8,2.32,-330491
332549.19,2.77,-330599
332653.12,3.27,-330703
332762.49,2.53,-330812
332871.72,2.54,-330921
332975.68,3.19,-331025
333078.6,3.19,-331128
333178.92,3.48,-331228
333277.18,3.75,-331327
333378.7,3.34,-331428
333484.65,3.23,-331534
333589.97,3.35,-331639
333696.91,2.9,-331746
333803.22,3.01,-331853
333901.72,3.7,-331951
333999.57,3.62,-332049
334102.78,2.9,-332152
334207.22,3.09,-332257
334316.18,2.69,-332366
334422.39,2.87,-332472
334528.27,2.81,-332578
334641.67,2.04,-332691
334762.66,1.6,-332812
334879.77,1.61,-332929
335000.18,1.36,-333050
335120.26,1.15,-333170
335249.6,0.53,-333299
335376.02,0.8,-333426
335513.73,-0.07,-333563
335654.89,-0.62,-333704
335798.11,-0.66,-333848
335947.26,-0.95,-333997
336098.32,-1.48,-334148
336259.87,-1.92,-334309
336425.63,-2.14,-334475
336591.34,-2.17,-334641
336761.76,-2.65,-334811
336937.19,-2.94,-334987
337116.57,-2.78,-335166
337295.88,-3.17,-335345
337477.64,-3.16,-335527
337666.61,-3.5,-335716
337863.76,-3.98,-335913
338064.26,-4.12,-336114
338273.61,-4.6,-336323
338492.23,-5.07,-336542
338723.85,-5.68,-336773
338952.57,-5.5,-337002
339190.23,-5.95,-337240
339434.53,-6.21,-337484
339690.3,-6.55,-337740
339949.48,-6.96,-337999
340219.61,-7.1,-338269
340500.07,-7.71,-338550
340798.08,-8.39,-338848
341120.9,-9.18,-339170
341454.3,-9.56,-339504
341774.05,-8.99,-339824
342102.7,-9.22,-340152
342448.12,-9.66,-340498
342760.71,-8.98,-340810
343098.3,-9.14,-341148
343403.5,-8.33,-341453
343727.54,-9.03,-341777
344041.3,-8.62,-342091
344367.5,-8.85,-342417
344688.4,-8.84,-342738
345000.57,-8.53,-343050
345317.06,-8.69,-343367
345623.31,-8.29,-343673
345933.51,-8.43,-343983
346256.51,-8.88,-344306
346556.55,-8.01,-344606
346868.22,-8.46,-344918
347180.75,-8.49,-345230
347465.98,-7.44,-345515
347768.99,-8.14,-345818
348090.14,-8.74,-346140
348407.58,-8.61,-346457
348707.01,-8.0,-346757
348968.59,-6.52,-347018
349259.75,-7.73,-347309
349539.65,-7.2,-347589
349821.44,-7.28,-347871
350106.28,-7.36,-348156
350409.96,-8.1,-348459
350702.06,-7.61,-348752
350999.87,-7.83,-349049
351299.86,-7.89,-349349
351599.52,-7.87,-349649
351895.45,-7.72,-349945
352195.39,-7.86,-350245
352493.81,-7.97,-350543
352794.19,-7.63,-350844
353090.35,-7.59,-351140
353378.64,-7.4,-351428
353669.96,-7.94,-351719
353957.73,-7.55,-352007
354271.59,-8.15,-352321
354600.07,-8.58,-352650
354934.84,-8.79,-352984
355274.13,-9.0,-353324
355609.39,-8.87,-353659
355943.8,-8.87,-353993
356268.1,-8.52,-354318
356594.15,-8.57,-354644
356927.03,-8.78,-354977
357258.57,-8.7,-355308
357597.56,-8.94,-355647
357935.16,-8.99,-355985
358282.19,-8.8,-356332
358613.93,-8.41,-356663
358947.26,-8.52,-356997
359281.23,-8.7,-357331
359598.98,-7.84,-357648
359930.86,-8.6,-357980
360248.46,-7.84,-358298
360584.62,-8.74,-358634
360892.09,-7.69,-358942
361222.68,-8.39,-359272
361534.05,-7.89,-359584
361835.01,-7.4,-359885
362150.0,-7.61,-360200
362473.32,-8.26,-360523
362765.55,-7.07,-360815
363060.18,-6.07,-361110
363354.43,-7.11,-361404
363660.28,-7.55,-361710
363958.06,-7.2,-362008
364263.63,-7.46,-362313
364592.14,-8.14,-362642
364919.42,-8.19,-362969
365223.98,-7.36,-363273
365525.91,-7.23,-363575
365836.43,-7.58,-363886
366146.95,-7.55,-364196
366455.74,-7.46,-364505
366773.98,-7.8,-364823
367084.5,-7.5,-365134
367388.0,-7.18,-365438
367688.02,-6.73,-365738
367992.7,-7.38,-366042
368303.32,-7.64,-366353
368640.0,-8.29,-366690
368963.11,-7.82,-367013
369275.19,-7.4,-367325
369586.19,-7.36,-367636
369881.12,-6.77,-367931
370183.96,-7.04,-368233
370487.77,-7.06,-368537
370768.08,-6.17,-368818
371056.77,-6.49,-369106
371345.46,-6.46,-369395
371632.77,-6.39,-369682
371921.47,-6.44,-369971
372202.03,-6.11,-370252
372471.9,-5.7,-370521
372725.41,-4.96,-370775
372989.06,-5.42,-371039
373266.23,-5.9,-371316
373550.58,-6.16,-371600
373844.53,-6.49,-371894
374150.81,-6.86,-372200
374489.43,-7.94,-372539
374825.21,-7.78,-372875
375158.25,-7.66,-373208
375486.26,-7.45,-373536
375809.38,-7.26,-373859
376132.46,-7.22,-374182
376450.09,-7.01,-374500
376753.48,-6.46,-374803
377062.47,-6.67,-375112
377364.32,-6.46,-375414
377670.36,-6.5,-375720
377964.99,-6.2,-376014
378282.87,-6.85,-376332
378588.42,-6.35,-376638
378882.76,-5.93,-376932
379174.49,-5.81,-377224
379465.23,-5.76,-377515
379748.3,-5.44,-377798
380018.62,-4.91,-378068
380290.68,-4.97,-378340
380571.31,-5.28,-378621
380846.11,-5.02,-378896
381118.27,-4.92,-379168
381379.65,-4.42,-379429
381644.47,-4.6,-379694
381911.84,-3.76,-379961
382177.64,-4.52,-380227
382468.27,-5.15,-380518
382753.56,-5.24,-380803
383035.68,-5.09,-381085
383341.56,-5.97,-381391
383644.56,-5.87,-381694
383955.52,-6.06,-382005
384255.75,-5.63,-382305
384549.45,-5.37,-382599
384838.51,-5.18,-382888
385107.3,-4.36,-383157
385389.15,-4.88,-383439
385673.24,-4.93,-383723
385942.93,-4.31,-383992
386207.03,-4.32,-384257
386469.1,-3.29,-384519
386716.31,-2.67,-384766
386976.83,-3.88,-385026
387252.77,-4.56,-385302
387537.07,-4.74,-385587
387839.31,-5.35,-385889
388143.73,-5.37,-386193
388467.02,-5.99,-386517
388788.17,-5.86,-386838
389137.32,-6.7,-387187
389480.58,-6.48,-387530
389804.9,-5.8,-387854
390135.14,-5.98,-388185
390447.83,-5.35,-388497
390742.96,-4.68,-388792
391040.25,-4.73,-389090
391345.18,-4.96,-389395
391644.0,-4.7,-389694
391942.38,-4.65,-389992
392231.36,-4.26,-390281
392514.85,-4.03,-390564
392790.3,-3.67,-390840
393057.46,-3.33,-391107
393324.65,-3.32,-391374
393580.21,-2.78,-391630
393831.96,-2.61,-391881
394079.04,-2.37,-392129
394327.66,-2.43,-392377
394568.05,-2.0,-392618
394814.91,-2.3,-392864
395057.48,-2.1,-393107
395280.87,-1.12,-393330
395501.45,-0.98,-393551
395737.09,-1.71,-393787
395965.24,-1.31,-394015
396192.07,-1.23,-394242
396413.47,-0.95,-394463
396634.67,-0.93,-394684
396845.89,-0.4,-394895
397058.05,-0.45,-395108
397267.19,-0.25,-395317
397476.55,-0.28,-395526
397676.55,0.29,-395726
397885.06,-0.2,-395935
398095.0,-0.22,-396145
398319.0,-0.94,-396369
398537.0,-0.57,-396587
398735.0,0.47,-396785
398935.0,0.36,-396985
399131.0,0.64,-397181
399340.0,-0.07,-397390
399543.0,0.31,-397593
399746.0,0.39,-397796
399946.0,0.51,-397996
400143.0,0.7,-398193
400332.0,1.16,-398382
400514.0,1.6,-398564
400704.0,1.15,-398754
400901.0,0.83,-398951
401094.0,0.98,-399144
401276.0,1.78,-399326
401460.0,1.62,-399510
401644.0,1.63,-399694
401830.0,1.57,-399880
402015.0,1.58,-400065
402192.0,2.18,-400242
402380.0,1.49,-400430
402563.0,1.79,-400613
402741.0,2.14,-400791
402917.0,2.2,-400967
403088.0,2.62,-401138
403267.0,2.12,-401317
403444.0,2.27,-401494
403624.0,2.01,-401674
403803.0,2.2,-401853
403984.0,1.9,-402034
404171.0,1.64,-402221
404348.0,2.41,-402398
404529.0,2.1,-402579
404714.0,1.88,-402764
404900.0,1.78,-402950
405080.0,2.22,-403130
405264.0,1.56,-403314
405441.0,2.41,-403491
405617.0,2.49,-403667
405790.0,2.65,-403840
405962.0,2.71,-404012
406142.0,2.22,-404192
406330.0,1.79,-404380
406508.0,2.44,-404558
406690.0,2.27,-404740
406860.0,3.15,-404910
407031.0,2.9,-405081
407215.0,2.19,-405265
407384.0,2.9,-405434
407567.0,2.06,-405617
407746.0,2.45,-405796
407922.0,2.67,-405972
408105.0,2.17,-406155
408292.0,1.99,-406342
408483.0,1.77,-406533
408669.0,1.83,-406719
408849.0,2.09,-406899
409028.0,2.21,-407078
409217.0,1.73,-407267
409402.0,2.13,-407452
409588.0,1.8,-407638
409781.0,1.73,-407831
409980.0,1.57,-408030
410174.0,1.58,-408224
410374.0,1.72,-408424
410577.0,1.47,-408627
410778.0,1.72,-408828
410986.0,1.47,-409036
411194.0,1.37,-409244
411402.0,1.64,-409452
411605.0,0.95,-409655
411817.0,0.72,-409867
412046.0,0.44,-410096
412277.0,0.49,-410327
412507.0,0.43,-410557
412739.0,0.08,-410789
412977.0,0.66,-411027
413198.0,0.48,-411248
413432.0,0.23,-411482
413669.0,0.68,-411719
413902.0,0.57,-411952
414139.0,-0.08,-412189
414392.0,0.26,-412442
414639.0,0.43,-412689
414882.0,0.17,-412932
415132.0,0.12,-413182
415384.0,0.61,-413434
415626.0,0.31,-413676
415875.0,0.31,-413925
416125.0,0.1,-414175
416380.0,0.63,-414430
416624.0,0.33,-414674
416874.0,0.67,-414924
417118.0,0.83,-415168
417358.0,0.38,-415408
417608.0,0.32,-415658
417860.0,0.61,-415910
418106.0,0.08,-416156
418364.0,0.01,-416414
418624.0,-0.28,-416674
418889.0,-0.32,-416939
419133.0,-0.24,-417183
419398.0,-0.35,-417448
419666.0,-0.09,-417716
419929.0,-0.62,-417979
420203.0,-0.48,-418253
420474.0,-0.29,-418524
420741.0,-0.59,-418791
421013.0,-0.75,-419063
421290.0,-1.37,-419340
421582.0,-1.43,-419632
421871.0,-1.72,-419921
422171.0,-1.87,-420221
422475.0,-1.55,-420525
422768.0,-1.51,-420818
423056.0,-2.21,-421106
423359.0,-2.59,-421409
423669.0,-2.1,-421719
423963.0,-2.34,-422013
424263.0,-1.29,-422313
424536.0,-0.24,-422586
424784.0,0.09,-422834
425027.0,-0.29,-423077
425277.0,-0.99,-423327
425537.0,-1.9,-423587
425813.0,-1.85,-423863
426090.0,-2.13,-424140
426390.0,-2.67,-424440
426715.0,-2.29,-424765
427020.0,-2.93,-425070
427343.0,-3.95,-425393
427684.0,-4.7,-425734
428065.0,-4.63,-426115
428444.0,-5.83,-426494
428868.0,-6.05,-426918
429259.0,-6.61,-427309
429718.0,-6.79,-427768
430187.0,-7.58,-428237
430693.0,-8.1,-428743
431226.0,-8.19,-429276
431767.0,-8.19,-429817
432326.0,-8.19,-430376
432870.0,-8.39,-430920
433425.0,-8.12,-431475
433969.0,-8.58,-432019
434472.0,-8.17,-432522
435023.0,-8.49,-433073
435592.0,-8.03,-433642
436141.0,-8.91,-434191
436726.0,-9.63,-434776
437267.0,-9.25,-435317
437827.0,-9.6,-435877
438423.0,-8.8,-436473
439039.0,-9.19,-437089
439625.0,-9.15,-437675
440206.0,-9.04,-438256
440798.0,-9.07,-438848
441388.0,-8.73,-439438
441954.0,-8.33,-440004
442535.0,-8.42,-440585
443120.0,-7.91,-441170
443682.0,-7.15,-441732
444216.0,-7.77,-442266
444785.0,-7.45,-442835
445342.0,-7.45,-443392
445900.0,-7.65,-443950
446471.0,-7.48,-444521
447034.0,-6.15,-445084
447536.0,-6.32,-445586
448047.0,-6.56,-446097
448573.0,-7.58,-446623
449151.0,-7.28,-447201
449719.0,-7.26,-447769
450288.0,-7.65,-448338
450881.0,-7.92,-448931
451492.0,-6.7,-449542
452042.0,-7.07,-450092
452613.0,-7.89,-450663
453229.0,-7.24,-451279
453816.0,-6.34,-451866
454400.0,-6.81,-452450
454969.0,-7.01,-453019
455550.0,-7.39,-453600
456156.0,-8.21,-454206
456813.0,-8.92,-454863
457519.0,-8.7,-455569
458216.0,-8.83,-456266
458942.0,-8.8,-456992
459652.0,-8.47,-457702
460344.0,-8.34,-458394
461031.0,-8.24,-459081
461713.0,-7.45,-459763
462350.0,-7.15,-460400
462970.0,-7.63,-461020
463620.0,-7.65,-461670
464257.0,-8.08,-462307
464951.0,-8.44,-463001
465657.0,-8.5,-463707
466367.0,-8.17,-464417
467058.0,-8.03,-465108
467740.0,-8.64,-465790
468461.0,-7.58,-466511
469115.0,-6.47,-467165
469706.0,-7.26,-467756
470337.0,-6.3,-468387
470916.0,-5.18,-468966
471435.0,-4.83,-469485
471934.0,-4.0,-469984
472392.0,-4.62,-470442
472880.0,-5.5,-470930
473409.0,-6.17,-471459
473970.0,-7.01,-472020
474576.0,-6.89,-472626
475160.0,-5.75,-473210
475696.0,-5.09,-473746
476200.0,-4.61,-474250
476679.0,-4.19,-474729
477138.0,-3.95,-475188
477586.0,-4.64,-475636
478062.0,-5.19,-476112
478562.0,-5.98,-476612
479099.0,-5.73,-477149
479623.0,-5.15,-477673
480119.0,-4.95,-478169
480605.0,-4.76,-478655
481081.0,-4.94,-479131
481571.0,-4.53,-479621
482035.0,-4.34,-480085
482489.0,-3.97,-480539
482928.0,-4.15,-480978
483371.0,-3.74,-481421
483798.0,-3.76,-481848
484225.0,-3.36,-482275
484635.0,-3.54,-482685
485051.0,-3.44,-483101
485462.0,-3.39,-483512
485870.0,-3.42,-483920
486279.0,-3.22,-484329
486679.0,-2.76,-484729
487062.0,-2.75,-485112
487444.0,-2.56,-485494
487817.0,-2.4,-485867
488185.0,-2.57,-486235
488555.0,-1.36,-486605
488889.0,-2.51,-486939
489256.0,-2.39,-487306
489620.0,-2.25,-487670
489978.0,-2.31,-488028
490338.0,-2.44,-488388
490701.0,-2.81,-488751
491076.0,-3.03,-489126
491456.0,-3.25,-489506
491845.0,-3.25,-489895
492234.0,-3.42,-490284
492628.0,-3.42,-490678
493022.0,-3.5,-491072
493416.0,-3.23,-491466
493802.0,-3.93,-491852
494208.0,-3.75,-492258
494600.0,-3.78,-492650
495001.0,-3.78,-493051
495401.0,-3.79,-493451
495800.0,-3.58,-493850
496190.0,-3.74,-494240
496584.0,-3.78,-494634
496978.0,-3.97,-495028
497376.0,-3.66,-495426
497762.0,-3.97,-495812
498157.0,-3.83,-496207
498545.0,-3.93,-496595
498934.0,-3.77,-496984
499316.0,-3.72,-497366
499694.0,-4.3,-497744
500090.0,-4.25,-498140
500482.0,-4.31,-498532
500875.0,-4.41,-498925
501269.0,-4.45,-499319
501663.0,-4.81,-499713
502067.0,-4.16,-500117
502446.0,-4.43,-500496
502832.0,-4.45,-500882
503217.0,-4.37,-501267
503596.0,-4.21,-501646
503968.0,-4.46,-502018
504346.0,-4.0,-502396
504708.0,-4.4,-502758
505080.0,-5.04,-503130
505474.0,-5.32,-503524
505875.0,-5.21,-503925
506271.0,-4.91,-504321
506654.0,-4.7,-504704
507027.0,-4.63,-505077
507396.0,-4.52,-505446
507758.0,-4.55,-505808
508120.0,-4.9,-506170
508493.0,-6.0,-506543
508902.0,-5.94,-506952
509308.0,-5.73,-507358
509704.0,-5.78,-507754
510100.0,-5.55,-508150
510487.0,-5.67,-508537
510876.0,-5.76,-508926
511267.0,-5.83,-509317
511658.0,-5.86,-509708
512049.0,-5.63,-510099
512432.0,-5.53,-510482
512809.0,-5.49,-510859
513185.0,-5.62,-511235
513563.0,-5.38,-511613
513933.0,-4.77,-511983
514282.0,-4.84,-512332
514633.0,-5.0,-512683
514989.0,-4.98,-513039
515343.0,-4.46,-513393
515681.0,-4.08,-513731
516006.0,-4.01,-514056
516329.0,-4.48,-514379
516666.0,-4.31,-514716
516998.0,-4.28,-515048
517329.0,-3.51,-515379
517637.0,-4.01,-515687
517960.0,-3.46,-516010
518267.0,-3.59,-516317
518578.0,-3.47,-516628
518885.0,-3.45,-516935
519193.0,-3.23,-517243
519495.0,-3.48,-517545
519804.0,-3.41,-517854
520111.0,-3.75,-518161
520416.0,-3.45,-518466
520726.0,-3.12,-518776
521027.0,-3.94,-519077
521353.0,-3.4,-519403
521664.0,-3.47,-519714
521978.0,-3.4,-520028
522290.0,-3.58,-520340
522610.0,-4.84,-520660
522969.0,-4.55,-521019
523321.0,-4.61,-521371
523675.0,-4.3,-521725
524022.0,-4.51,-522072
524375.0,-4.29,-522425
524728.0,-4.84,-522778
525099.0,-4.35,-523149
525452.0,-4.64,-523502
525808.0,-4.93,-523858
526184.0,-4.86,-524234
526559.0,-4.82,-524609
526935.0,-4.42,-524985
527299.0,-4.9,-525349
527683.0,-4.58,-525733
528056.0,-4.31,-526106
528422.0,-4.14,-526472
528783.0,-4.44,-526833
529157.0,-4.5,-527207
529534.0,-5.18,-527584
529939.0,-5.43,-527989
530357.0,-6.07,-528407
530804.0,-6.75,-528854
531284.0,-7.33,-529334
531795.0,-7.12,-529845
532302.0,-7.71,-530352
532841.0,-7.48,-530891
533375.0,-7.71,-531425
533926.0,-7.24,-531976
534459.0,-7.2,-532509
534994.0,-6.64,-533044
535508.0,-6.99,-533558
536044.0,-6.76,-534094
536575.0,-6.82,-534625
537113.0,-6.76,-535163
537652.0,-6.47,-535702
538194.0,-7.53,-536244
538784.0,-7.77,-536834
539391.0,-7.56,-537441
539991.0,-7.46,-538041
540589.0,-7.55,-538639
541188.0,-7.43,-539238
541788.0,-7.28,-539838
542381.0,-7.1,-540431
542964.0,-7.24,-541014
543554.0,-7.35,-541604
544149.0,-7.64,-542199
544758.0,-8.13,-542808
545367.0,-8.12,-543417
545985.0,-8.14,-544035
546604.0,-7.91,-544654
547202.0,-7.17,-545252
547746.0,-6.82,-545796
548280.0,-7.17,-546330
548818.0,-7.2,-546868
549348.0,-6.81,-547398
549855.0,-6.14,-547905
550322.0,-5.35,-548372
550761.0,-5.58,-548811
551208.0,-6.28,-549258
551673.0,-6.48,-549723
552129.0,-6.94,-550179
552607.0,-6.29,-550657
553047.0,-6.23,-551097
553481.0,-5.42,-551531
553874.0,-5.07,-551924
554250.0,-4.68,-552300
554604.0,-4.52,-552654
554948.0,-4.04,-552998
555265.0,-3.35,-553315
555563.0,-3.09,-553613
555844.0,-3.25,-553894
556126.0,-4.67,-554176
556411.0,-4.21,-554461
556719.0,-4.41,-554769
557013.0,-5.07,-555063
557308.0,-4.95,-555358
557616.0,-5.38,-555666
557911.0,-5.49,-555961
558214.0,-5.66,-556264
558514.0,-6.15,-556564
558823.0,-6.86,-556873
559133.0,-6.77,-557183
559461.0,-6.48,-557511
559778.0,-5.75,-557828
560077.0,-5.48,-558127
