Year,Month,Median montly series,Season
1974,3,51.9,Spring
1974,4,37.4,Spring
1974,5,95.7,Spring
1974,6,40.5,Summer
1974,7,88.5,Summer
1974,8,98.1,Summer
1974,9,166.2,Autumn
1974,10,55.1,Autumn
1974,11,98.8,Autumn
1974,12,91.6,Winter
1975,1,162.5,Winter
1975,2,49.3,Winter
1975,3,49.4,Spring
1975,4,61.3,Spring
1975,5,26.4,Spring
1975,6,20.6,Summer
1975,7,70.5,Summer
1975,8,48.1,Summer
1975,9,134.2,Autumn
1975,10,118.4,Autumn
1975,11,89.9,Autumn
1975,12,41.0,Winter
1976,1,109.3,Winter
1976,2,56.2,Winter
1976,3,95.5,Spring
1976,4,28.9,Spring
1976,5,96.7,Spring
1976,6,50.2,Summer
1976,7,74.7,Summer
1976,8,12.0,Summer
1976,9,116.9,Autumn
1976,10,178.8,Autumn
1976,11,89.5,Autumn
1976,12,102.0,Winter
1977,1,104.6,Winter
1977,2,174.0,Winter
1977,3,108.4,Spring
1977,4,72.6,Spring
1977,5,28.5,Spring
1977,6,58.3,Summer
1977,7,45.0,Summer
1977,8,94.8,Summer
1977,9,68.5,Autumn
1977,10,165.8,Autumn
1977,11,120.4,Autumn
1977,12,123.0,Winter
1978,1,112.6,Winter
1978,2,108.5,Winter
1978,3,111.6,Spring
1978,4,54.4,Spring
1978,5,24.2,Spring
1978,6,58.5,Summer
1978,7,72.5,Summer
1978,8,97.6,Summer
1978,9,68.3,Autumn
1978,10,50.1,Autumn
1978,11,115.1,Autumn
1978,12,226.4,Winter
1979,1,94.9,Winter
1979,2,73.9,Winter
1979,3,100.4,Spring
1979,4,74.2,Spring
1979,5,108.9,Spring
1979,6,57.8,Summer
1979,7,33.1,Summer
1979,8,119.0,Summer
1979,9,59.9,Autumn
1979,10,140.3,Autumn
1979,11,128.9,Autumn
1979,12,165.3,Winter
1980,1,117.0,Winter
1980,2,118.9,Winter
1980,3,105.1,Spring
1980,4,25.0,Spring
1980,5,35.3,Spring
1980,6,84.1,Summer
1980,7,95.4,Summer
1980,8,106.6,Summer
1980,9,136.6,Autumn
1980,10,144.7,Autumn
1980,11,108.2,Autumn
1980,12,117.5,Winter
1981,1,63.0,Winter
1981,2,88.9,Winter
1981,3,150.5,Spring
1981,4,34.4,Spring
1981,5,155.3,Spring
1981,6,85.2,Summer
1981,7,51.9,Summer
1981,8,31.5,Summer
1981,9,165.7,Autumn
1981,10,106.2,Autumn
1981,11,88.6,Autumn
1981,12,127.4,Winter
1982,1,105.0,Winter
1982,2,112.1,Winter
1982,3,113.2,Spring
1982,4,31.7,Spring
1982,5,71.9,Spring
1982,6,131.4,Summer
1982,7,20.3,Summer
1982,8,94.3,Summer
1982,9,114.0,Autumn
1982,10,156.6,Autumn
1982,11,162.7,Autumn
1982,12,137.6,Winter
1983,1,127.0,Winter
1983,2,59.4,Winter
1983,3,101.3,Spring
1983,4,77.6,Spring
1983,5,110.0,Spring
1983,6,55.6,Summer
1983,7,25.5,Summer
1983,8,66.8,Summer
1983,9,126.1,Autumn
1983,10,123.0,Autumn
1983,11,45.0,Autumn
1983,12,151.7,Winter
1984,1,180.2,Winter
1984,2,84.9,Winter
1984,3,64.7,Spring
1984,4,45.5,Spring
1984,5,31.9,Spring
1984,6,45.1,Summer
1984,7,41.9,Summer
1984,8,81.7,Summer
1984,9,99.4,Autumn
1984,10,122.3,Autumn
1984,11,146.1,Autumn
1984,12,118.1,Winter
1985,1,78.6,Winter
1985,2,73.7,Winter
1985,3,107.0,Spring
1985,4,69.0,Spring
1985,5,87.4,Spring
1985,6,79.7,Summer
1985,7,87.0,Summer
1985,8,191.5,Summer
1985,9,97.5,Autumn
1985,10,59.9,Autumn
1985,11,92.2,Autumn
1985,12,124.1,Winter
1986,1,136.2,Winter
1986,2,6.5,Winter
1986,3,121.1,Spring
1986,4,74.1,Spring
1986,5,124.0,Spring
1986,6,95.4,Summer
1986,7,68.1,Summer
1986,8,174.7,Summer
1986,9,7.5,Autumn
1986,10,99.9,Autumn
1986,11,138.4,Autumn
1986,12,179.3,Winter
1987,1,56.0,Winter
1987,2,79.7,Winter
1987,3,101.6,Spring
1987,4,73.6,Spring
1987,5,32.2,Spring
1987,6,107.6,Summer
1987,7,47.5,Summer
1987,8,83.7,Summer
1987,9,111.0,Autumn
1987,10,144.5,Autumn
1987,11,79.1,Autumn
1987,12,100.7,Winter
1988,1,194.6,Winter
1988,2,79.9,Winter
1988,3,114.7,Spring
1988,4,42.2,Spring
1988,5,83.0,Spring
1988,6,49.4,Summer
1988,7,131.1,Summer
1988,8,120.5,Summer
1988,9,80.2,Autumn
1988,10,150.3,Autumn
1988,11,55.5,Autumn
1988,12,72.8,Winter
1989,1,89.2,Winter
1989,2,102.2,Winter
1989,3,134.3,Spring
1989,4,83.6,Spring
1989,5,20.9,Spring
1989,6,65.4,Summer
1989,7,23.8,Summer
1989,8,105.8,Summer
1989,9,59.9,Autumn
1989,10,147.0,Autumn
1989,11,60.0,Autumn
1989,12,119.1,Winter
1990,1,135.3,Winter
1990,2,192.5,Winter
1990,3,38.2,Spring
1990,4,52.0,Spring
1990,5,37.3,Spring
1990,6,101.6,Summer
1990,7,58.4,Summer
1990,8,71.5,Summer
1990,9,39.7,Autumn
1990,10,178.6,Autumn
1990,11,74.8,Autumn
1990,12,121.0,Winter
1991,1,103.4,Winter
1991,2,89.0,Winter
1991,3,109.3,Spring
1991,4,121.3,Spring
1991,5,7.7,Spring
1991,6,91.9,Summer
1991,7,65.2,Summer
1991,8,39.7,Summer
1991,9,79.0,Autumn
1991,10,125.3,Autumn
1991,11,120.7,Autumn
1991,12,63.2,Winter
1992,1,66.7,Winter
1992,2,71.6,Winter
1992,3,107.9,Spring
1992,4,103.1,Spring
1992,5,55.8,Spring
1992,6,39.4,Summer
1992,7,101.0,Summer
1992,8,142.3,Summer
1992,9,97.8,Autumn
1992,10,56.3,Autumn
1992,11,131.6,Autumn
1992,12,86.8,Winter
1993,1,133.2,Winter
1993,2,27.7,Winter
1993,3,67.1,Spring
1993,4,104.3,Spring
1993,5,135.0,Spring
1993,6,95.7,Summer
1993,7,87.8,Summer
1993,8,46.1,Summer
1993,9,135.0,Autumn
1993,10,62.5,Autumn
1993,11,84.8,Autumn
1993,12,187.1,Winter
1994,1,148.3,Winter
1994,2,154.0,Winter
1994,3,119.6,Spring
1994,4,97.9,Spring
1994,5,67.9,Spring
1994,6,55.4,Summer
1994,7,91.9,Summer
1994,8,83.3,Summer
1994,9,87.3,Autumn
1994,10,69.7,Autumn
1994,11,102.3,Autumn
1994,12,159.0,Winter
1995,1,172.6,Winter
1995,2,140.1,Winter
1995,3,97.9,Spring
1995,4,33.0,Spring
1995,5,68.3,Spring
1995,6,31.7,Summer
1995,7,86.3,Summer
1995,8,13.0,Summer
1995,9,66.5,Autumn
1995,10,164.1,Autumn
1995,11,136.2,Autumn
1995,12,94.1,Winter
1996,1,146.3,Winter
1996,2,109.6,Winter
1996,3,106.2,Spring
1996,4,93.9,Spring
1996,5,70.1,Spring
1996,6,40.8,Summer
1996,7,64.5,Summer
1996,8,110.8,Summer
1996,9,37.9,Autumn
1996,10,169.3,Autumn
1996,11,126.5,Autumn
1996,12,52.0,Winter
1997,1,35.2,Winter
1997,2,134.6,Winter
1997,3,36.4,Spring
1997,4,41.5,Spring
1997,5,82.5,Spring
1997,6,119.1,Summer
1997,7,77.0,Summer
1997,8,157.2,Summer
1997,9,61.6,Autumn
1997,10,90.1,Autumn
1997,11,162.4,Autumn
1997,12,128.8,Winter
1998,1,144.4,Winter
1998,2,40.4,Winter
1998,3,90.9,Spring
1998,4,124.0,Spring
1998,5,39.7,Spring
1998,6,132.4,Summer
1998,7,83.7,Summer
1998,8,82.7,Summer
1998,9,96.0,Autumn
1998,10,157.4,Autumn
1998,11,130.3,Autumn
1998,12,135.6,Winter
1999,1,135.5,Winter
1999,2,61.6,Winter
1999,3,59.7,Spring
1999,4,92.1,Spring
1999,5,60.5,Spring
1999,6,56.2,Summer
1999,7,44.1,Summer
1999,8,109.5,Summer
1999,9,173.6,Autumn
1999,10,65.1,Autumn
1999,11,102.6,Autumn
1999,12,192.8,Winter
2000,1,66.3,Winter
2000,2,111.7,Winter
2000,3,35.7,Spring
2000,4,79.9,Spring
2000,5,66.7,Spring
2000,6,55.3,Summer
2000,7,58.5,Summer
2000,8,81.8,Summer
2000,9,120.8,Autumn
2000,10,180.0,Autumn
2000,11,180.4,Autumn
2000,12,158.6,Winter
2001,1,73.6,Winter
2001,2,80.5,Winter
2001,3,89.2,Spring
2001,4,83.0,Spring
2001,5,40.2,Spring
2001,6,60.8,Summer
2001,7,74.8,Summer
2001,8,106.0,Summer
2001,9,66.2,Autumn
2001,10,130.6,Autumn
2001,11,59.5,Autumn
2001,12,60.3,Winter
2002,1,151.6,Winter
2002,2,160.2,Winter
2002,3,63.3,Spring
2002,4,102.1,Spring
2002,5,139.5,Spring
2002,6,105.7,Summer
2002,7,70.4,Summer
2002,8,61.9,Summer
2002,9,39.3,Autumn
2002,10,199.1,Autumn
2002,11,187.3,Autumn
2002,12,112.9,Winter
2003,1,81.8,Winter
2003,2,65.2,Winter
2003,3,56.6,Spring
2003,4,79.3,Spring
2003,5,112.0,Spring
2003,6,95.8,Summer
2003,7,93.5,Summer
2003,8,17.2,Summer
2003,9,57.2,Autumn
2003,10,61.8,Autumn
2003,11,125.1,Autumn
2003,12,89.3,Winter
2004,1,123.4,Winter
2004,2,52.3,Winter
2004,3,85.9,Spring
2004,4,67.4,Spring
2004,5,47.5,Spring
2004,6,82.4,Summer
2004,7,59.3,Summer
2004,8,122.8,Summer
2004,9,101.9,Autumn
2004,10,166.7,Autumn
2004,11,54.2,Autumn
2004,12,89.5,Winter
2005,1,128.1,Winter
2005,2,51.4,Winter
2005,3,73.6,Spring
2005,4,105.1,Spring
2005,5,86.3,Spring
2005,6,51.9,Summer
2005,7,73.9,Summer
2005,8,65.0,Summer
2005,9,86.6,Autumn
2005,10,146.1,Autumn
2005,11,99.1,Autumn
2005,12,82.7,Winter
2006,1,57.6,Winter
2006,2,54.6,Winter
2006,3,120.3,Spring
2006,4,47.3,Spring
2006,5,126.2,Spring
2006,6,29.8,Summer
2006,7,53.9,Summer
2006,8,70.8,Summer
2006,9,162.6,Autumn
2006,10,145.6,Autumn
2006,11,142.3,Autumn
2006,12,170.5,Winter
2007,1,107.9,Winter
2007,2,107.8,Winter
2007,3,80.3,Spring
2007,4,26.9,Spring
2007,5,65.9,Spring
2007,6,141.3,Summer
2007,7,133.0,Summer
2007,8,100.4,Summer
2007,9,52.8,Autumn
2007,10,52.2,Autumn
2007,11,75.0,Autumn
2007,12,123.1,Winter
2008,1,174.3,Winter
2008,2,58.0,Winter
2008,3,113.5,Spring
2008,4,45.1,Spring
2008,5,42.3,Spring
2008,6,101.9,Summer
2008,7,123.8,Summer
2008,8,175.9,Summer
2008,9,108.2,Autumn
2008,10,152.4,Autumn
2008,11,80.4,Autumn
2008,12,73.7,Winter
2009,1,152.9,Winter
2009,2,36.5,Winter
2009,3,48.7,Spring
2009,4,120.9,Spring
2009,5,90.7,Spring
2009,6,73.2,Summer
2009,7,174.7,Summer
2009,8,148.4,Summer
2009,9,49.4,Autumn
2009,10,129.9,Autumn
2009,11,244.9,Autumn
2009,12,105.4,Winter
2010,1,93.4,Winter
2010,2,52.6,Winter
2010,3,85.6,Spring
2010,4,56.7,Spring
2010,5,47.0,Spring
2010,6,53.8,Summer
2010,7,140.8,Summer
2010,8,43.7,Summer
2010,9,136.1,Autumn
2010,10,80.0,Autumn
2010,11,135.7,Autumn
2010,12,62.3,Winter
2011,1,78.3,Winter
2011,2,120.9,Winter
2011,3,40.7,Spring
2011,4,41.0,Spring
2011,5,96.4,Spring
2011,6,95.8,Summer
2011,7,57.4,Summer
2011,8,64.4,Summer
2011,9,113.6,Autumn
2011,10,154.0,Autumn
2011,11,141.4,Autumn
2011,12,122.6,Winter
2012,1,99.9,Winter
2012,2,49.1,Winter
2012,3,28.6,Spring
2012,4,79.5,Spring
2012,5,55.5,Spring
2012,6,197.1,Summer
2012,7,111.8,Summer
2012,8,143.9,Summer
2012,9,64.9,Autumn
2012,10,107.5,Autumn
2012,11,120.3,Autumn
2012,12,125.6,Winter
2013,1,142.2,Winter
2013,2,61.1,Winter
2013,3,78.7,Spring
2013,4,79.2,Spring
2013,5,81.5,Spring
2013,6,75.6,Summer
2013,7,65.5,Summer
2013,8,65.3,Summer
2013,9,55.0,Autumn
2013,10,165.0,Autumn
2013,11,73.6,Autumn
2013,12,173.8,Winter
2014,1,173.9,Winter
2014,2,199.3,Winter
2014,3,89.8,Spring
2014,4,60.4,Spring
2014,5,85.8,Spring
2014,6,55.8,Summer
2014,7,54.1,Summer
2014,8,123.3,Summer
2014,9,18.7,Autumn
2014,10,140.3,Autumn
2014,11,166.9,Autumn
2014,12,94.4,Winter
2015,1,125.5,Winter
2015,2,68.0,Winter
2015,3,95.0,Spring
2015,4,49.7,Spring
2015,5,133.8,Spring
2015,6,47.2,Summer
2015,7,113.1,Summer
2015,8,105.3,Summer
2015,9,65.7,Autumn
2015,10,71.2,Autumn
2015,11,170.2,Autumn
2015,12,301.3,Winter
2016,1,172.5,Winter
2016,2,130.9,Winter
2016,3,67.8,Spring
2016,4,80.5,Spring
2016,5,64.2,Spring
2016,6,90.2,Summer
2016,7,65.5,Summer
2016,8,79.1,Summer
2016,9,108.1,Autumn
2016,10,51.8,Autumn
2016,11,58.0,Autumn
2016,12,92.1,Winter
